IPC,ÊýÁ¿
B65G47/00,1246
B65G49/00,1899
B65G5/00,161
B65G51/00,101
B65G53/00,175
B65G54/00,123
B65G57/00,2012
B65G59/00,399
B65G60/00,260
B65G61/00,7886
B65G63/00,1217
B65G65/00,2693
B65G67/00,134
B65G69/00,3556
B65G7/00,832
B65G9/00,236
B65H1/00,720
B65H11/00,227
B65H13/00,18
B65H15/00,828
B65H16/00,3202
B65H18/00,1060
B65H19/00,153
B65H20/00,825
B65H21/00,462
B65H23/00,480
B65H26/00,2047
B65H27/00,2169
B65H29/00,879
B65H3/00,440
B65H31/00,973
B65H33/00,253
B65H35/00,1579
B65H37/00,2456
B65H39/00,323
B65H41/00,1250
B65H43/00,1371
B65H45/00,345
B65H47/00,1337
B65H49/00,425
B65H5/00,896
B65H51/00,645
B65H54/00,410
B65H55/00,105
B65H57/00,684
B65H59/00,427
B65H61/00,1368
B65H63/00,1361
B65H65/00,506
B65H67/00,183
B65H69/00,169
B65H7/00,219
B65H71/00,1035
B65H73/00,339
B65H75/00,379
B65H77/00,321
B65H79/00,846
B65H81/00,388
B65H83/00,83
B65H85/00,129
B65H9/00,511
B65H99/00,5
B66B1/00,685
B66B11/00,3372
B66B13/00,1192
B66B15/00,285
B66B17/00,562
B66B19/00,344
B66B20/00,205
B66B21/00,126
B66B23/00,1979
B66B25/00,1353
B66B27/00,651
B66B29/00,2691
B66B3/00,4073
B66B31/00,632
B66B5/00,15214
B66B7/00,4177
B66B9/00,3206
B66C1/00,161
B66C11/00,1996
B66C13/00,3426
B66C15/00,5285
B66C17/00,768
B66C19/00,5538
B66C21/00,305
B66C23/00,251
B66C25/00,2518
B66C3/00,336
B66C5/00,879
B66C6/00,1919
B66C7/00,629
B66C9/00,857
B66D1/00,1214
B66D3/00,1229
B66D5/00,486
B66F1/00,72
B66F11/00,6678
B66F13/00,3756
B66F15/00,904
B66F17/00,6168
B66F19/00,4410
B66F3/00,876
B66F5/00,161
B66F7/00,2356
B66F9/00,179
B67B1/00,409
B67B3/00,1746
B67B5/00,85
B67B6/00,258
B67B7/00,688
B67C11/00,414
B67C3/00,1359
B67C7/00,3733
B67C9/00,1176
B67D1/00,661
B67D3/00,935
B67D5/00,314
B67D5/01,89
B67D5/02,149
B67D5/04,224
B67D5/06,189
B67D5/08,169
B67D5/10,20
B67D5/12,9
B67D5/14,19
B67D5/16,53
B67D5/18,9
B67D5/20,8
B67D5/22,41
B67D5/24,13
B67D5/26,2
B67D5/28,2
B67D5/30,16
B67D5/32,106
B67D5/33,63
B67D5/34,54
B67D5/36,33
B67D5/365,14
B67D5/37,238
B67D5/371,19
B67D5/372,10
B67D5/373,13
B67D5/375,17
B67D5/377,11
B67D5/378,95
B67D5/38,7
B67D5/40,60
B67D5/42,51
B67D5/44,17
B67D5/46,13
B67D5/48,18
B67D5/50,5
B67D5/52,24
B67D5/54,29
B67D5/56,95
B67D5/58,64
B67D5/60,154
B67D5/62,66
B67D5/63,23
B67D5/64,46
B67D5/66,1
B67D5/68,31
B67D5/70,24
B67D7/00,150
B67D9/00,168
B67D99/00,313
B68B1/00,11
B68B11/00,13
B68B3/00,1
B68B5/00,9
B68B7/00,10
B68B9/00,6
B68C1/00,10
B68C3/00,48
B68C5/00,37
B68F1/00,95
B68F3/00,1
B68G1/00,195
B68G11/00,29
B68G13/00,10
B68G15/00,122
B68G3/00,268
B68G5/00,67
B68G7/00,288
B68G9/00,285
B81B1/00,1007
B81B3/00,2815
B81B5/00,322
B81B7/00,3028
B81C1/00,9858
B81C3/00,1493
B81C5/00,538
B81C99/00,471
B82B1/00,2620
B82B3/00,5584
B82Y10/00,960
B82Y15/00,1311
B82Y20/00,3821
B82Y25/00,271
B82Y30/00,31918
B82Y35/00,182
B82Y40/00,34639
B82Y5/00,1226
B82Y99/00,25
C01B11/00,37
C01B13/00,72
C01B15/00,28
C01B17/00,94
C01B19/00,818
C01B21/00,89
C01B23/00,737
C01B25/00,181
C01B3/00,946
C01B31/00,842
C01B33/00,272
C01B35/00,59
C01B37/00,663
C01B39/00,654
C01B4/00,101
C01B5/00,231
C01B6/00,67
C01B7/00,39
C01B9/00,22
C01C1/00,189
C01C3/00,57
C01D1/00,24
C01D13/00,126
C01D15/00,888
C01D17/00,125
C01D3/00,26
C01D5/00,1531
C01D7/00,670
C01D9/00,212
C01F1/00,68
C01F11/00,192
C01F13/00,8
C01F15/00,25
C01F17/00,3085
C01F3/00,27
C01F5/00,123
C01F7/00,735
C01G1/00,320
C01G11/00,211
C01G13/00,84
C01G15/00,1066
C01G17/00,118
C01G19/00,792
C01G21/00,241
C01G23/00,2337
C01G25/00,693
C01G27/00,41
C01G28/00,310
C01G29/00,902
C01G3/00,402
C01G30/00,604
C01G31/00,1010
C01G33/00,706
C01G35/00,312
C01G37/00,284
C01G39/00,708
C01G41/00,1420
C01G43/00,67
C01G45/00,869
C01G47/00,116
C01G49/00,2083
C01G5/00,369
C01G51/00,1649
C01G53/00,2588
C01G55/00,516
C01G56/00,35
C01G57/00,28
C01G7/00,60
C01G9/00,488
C01G99/00,13
C02F1/00,31491
C02F101/00,47
C02F103/00,155
C02F11/00,11287
C02F3/00,5927
C02F5/00,2828
C02F7/00,8352
C02F9/00,2073
C03B1/00,561
C03B11/00,1322
C03B13/00,335
C03B15/00,38
C03B17/00,170
C03B18/00,276
C03B19/00,417
C03B20/00,1652
C03B21/00,22
C03B23/00,415
C03B25/00,1892
C03B27/00,669
C03B29/00,423
C03B3/00,594
C03B31/00,28
C03B32/00,490
C03B33/00,1280
C03B35/00,736
C03B37/00,1009
C03B40/00,117
C03B5/00,566
C03B7/00,116
C03B8/00,37
C03B9/00,374
C03C1/00,1112
C03C10/00,1694
C03C11/00,802
C03C12/00,1204
C03C13/00,799
C03C14/00,753
C03C15/00,2587
C03C17/00,4542
C03C19/00,403
C03C21/00,1933
C03C23/00,2150
C03C25/00,207
C03C27/00,787
C03C29/00,134
C03C3/00,131
C03C4/00,1291
C03C6/00,541
C03C8/00,2644
C04B103/00,27
C04B11/00,327
C04B111/00,119
C04B12/00,353
C04B14/00,144
C04B16/00,69
C04B18/00,59
C04B2/00,85
C04B20/00,561
C04B22/00,683
C04B24/00,835
C04B26/00,668
C04B28/00,17644
C04B30/00,1183
C04B32/00,299
C04B33/00,964
C04B35/00,2036
C04B37/00,880
C04B38/00,6831
C04B40/00,853
C04B41/00,478
C04B5/00,515
C04B7/00,208
C04B9/00,61
C05B1/00,52
C05B11/00,63
C05B13/00,16
C05B15/00,64
C05B17/00,457
C05B19/00,69
C05B21/00,72
C05B3/00,33
C05B5/00,33
C05B7/00,1140
C05B9/00,38
C05C1/00,259
C05C11/00,427
C05C13/00,211
C05C3/00,918
C05C5/00,74
C05C7/00,46
C05C9/00,1776
C05D1/00,401
C05D11/00,379
C05D3/00,175
C05D5/00,321
C05D7/00,218
C05D9/00,853
C05F1/00,443
C05F11/00,2567
C05F15/00,5531
C05F17/00,16468
C05F3/00,2125
C05F5/00,1646
C05F7/00,2180
C05F9/00,695
C05G1/00,21618
C05G3/00,52159
C05G5/00,2840
C06B21/00,2869
C06B23/00,1217
C06B25/00,103
C06B27/00,135
C06B29/00,49
C06B31/00,110
C06B33/00,160
C06B35/00,31
C06B37/00,2
C06B39/00,1
C06B41/00,11
C06B43/00,205
C06B45/00,199
C06B47/00,13
C06B49/00,38
C06C15/00,45
C06C5/00,91
C06C7/00,161
C06C9/00,38
C06D3/00,63
C06D5/00,415
C06D7/00,5
C06F1/00,14
C06F3/00,18
C06F5/00,139
C07B31/00,151
C07B33/00,122
C07B35/00,23
C07B37/00,377
C07B39/00,399
C07B41/00,131
C07B43/00,131
C07B45/00,88
C07B47/00,64
C07B49/00,67
C07B51/00,39
C07B53/00,1458
C07B55/00,87
C07B57/00,860
C07B59/00,857
C07B60/00,23
C07B61/00,2653
C07B61/02,10
C07B63/00,755
C07C1/00,430
C07C11/00,97
C07C13/00,25
C07C15/00,323
C07C17/00,471
C07C19/00,31
C07C2/00,317
C07C201/00,29
C07C203/00,224
C07C205/00,35
C07C207/00,16
C07C209/00,1118
C07C21/00,14
C07C211/00,104
C07C213/00,1324
C07C215/00,46
C07C217/00,25
C07C219/00,5
C07C22/00,69
C07C221/00,1202
C07C223/00,3
C07C225/00,6
C07C227/00,137
C07C229/00,166
C07C23/00,3
C07C231/00,128
C07C233/00,129
C07C235/00,39
C07C237/00,34
C07C239/00,19
C07C241/00,40
C07C243/00,8
C07C245/00,10
C07C247/00,15
C07C249/00,27
C07C25/00,17
C07C251/00,22
C07C253/00,517
C07C255/00,54
C07C257/00,9
C07C259/00,6
C07C261/00,38
C07C263/00,83
C07C265/00,60
C07C267/00,134
C07C269/00,350
C07C27/00,405
C07C271/00,31
C07C273/00,54
C07C275/00,150
C07C277/00,62
C07C279/00,33
C07C281/00,16
C07C29/00,886
C07C291/00,19
C07C301/00,22
C07C303/00,78
C07C305/00,12
C07C307/00,14
C07C309/00,52
C07C31/00,20
C07C311/00,32
C07C313/00,9
C07C315/00,445
C07C317/00,35
C07C319/00,23
C07C321/00,28
C07C323/00,22
C07C325/00,1
C07C327/00,14
C07C329/00,49
C07C33/00,12
C07C331/00,3
C07C333/00,14
C07C335/00,4
C07C337/00,2
C07C35/00,12
C07C37/00,551
C07C381/00,215
C07C39/00,92
C07C391/00,219
C07C395/00,31
C07C4/00,65
C07C401/00,432
C07C403/00,51
C07C405/00,236
C07C407/00,761
C07C409/00,40
C07C41/00,79
C07C43/00,29
C07C45/00,1017
C07C46/00,369
C07C47/00,22
C07C49/00,48
C07C5/00,120
C07C50/00,4
C07C51/00,974
C07C53/00,76
C07C55/00,18
C07C57/00,73
C07C59/00,29
C07C6/00,121
C07C61/00,61
C07C62/00,8
C07C63/00,63
C07C65/00,10
C07C66/00,5
C07C67/00,920
C07C68/00,603
C07C69/00,580
C07C7/00,2784
C07C71/00,22
C07C9/00,100
C07D201/00,20
C07D203/00,4
C07D205/00,24
C07D207/00,127
C07D209/00,299
C07D211/00,102
C07D213/00,133
C07D215/00,88
C07D217/00,60
C07D219/00,21
C07D221/00,365
C07D223/00,45
C07D225/00,12
C07D227/00,17
C07D229/00,54
C07D231/00,103
C07D233/00,100
C07D235/00,164
C07D237/00,24
C07D239/00,227
C07D241/00,96
C07D243/00,35
C07D245/00,7
C07D247/00,39
C07D249/00,62
C07D251/00,52
C07D253/00,9
C07D255/00,12
C07D257/00,77
C07D259/00,75
C07D261/00,22
C07D263/00,39
C07D265/00,54
C07D267/00,47
C07D269/00,12
C07D271/00,18
C07D273/00,120
C07D275/00,15
C07D277/00,70
C07D279/00,12
C07D281/00,15
C07D283/00,14
C07D285/00,68
C07D291/00,9
C07D293/00,7
C07D295/00,75
C07D301/00,295
C07D303/00,28
C07D305/00,25
C07D307/00,287
C07D309/00,29
C07D311/00,224
C07D313/00,308
C07D315/00,77
C07D317/00,46
C07D319/00,43
C07D321/00,153
C07D323/00,227
C07D325/00,39
C07D327/00,65
C07D329/00,10
C07D331/00,2
C07D333/00,106
C07D335/00,16
C07D337/00,5
C07D339/00,32
C07D341/00,119
C07D343/00,1
C07D345/00,104
C07D347/00,27
C07D401/00,171
C07D403/00,101
C07D405/00,95
C07D407/00,22
C07D409/00,74
C07D411/00,20
C07D413/00,132
C07D415/00,20
C07D417/00,81
C07D419/00,23
C07D421/00,10
C07D451/00,21
C07D453/00,39
C07D455/00,65
C07D457/00,15
C07D459/00,40
C07D461/00,95
C07D463/00,14
C07D471/00,129
C07D473/00,383
C07D475/00,90
C07D477/00,53
C07D487/00,149
C07D489/00,41
C07D491/00,55
C07D493/00,51
C07D495/00,40
C07D497/00,8
C07D498/00,46
C07D499/00,75
C07D501/00,64
C07D503/00,22
C07D505/00,3
C07D507/00,8
C07D513/00,44
C07D515/00,2
C07D517/00,5
C07D519/00,4363
C07D521/00,113
C07F1/00,109
C07F11/00,588
C07F13/00,812
C07F15/00,5424
C07F17/00,868
C07F19/00,1270
C07F3/00,190
C07F5/00,1752
C07F7/00,647
C07F9/00,299
C07G1/00,413
C07G11/00,31
C07G13/00,16
C07G15/00,7
C07G17/00,112
C07G3/00,193
C07G5/00,254
C07G9/00,1
C07G99/00,859
C07H1/00,6654
C07H11/00,114
C07H13/00,37
C07H15/00,82
C07H17/00,453
C07H19/00,199
C07H21/00,4815
C07H23/00,316
C07H3/00,65
C07H5/00,17
C07H7/00,33
C07H9/00,7
C07H99/00,10
C07J1/00,1063
C07J11/00,39
C07J13/00,149
C07J15/00,16
C07J17/00,1117
C07J19/00,102
C07J21/00,268
C07J3/00,206
C07J31/00,269
C07J33/00,55
C07J41/00,716
C07J43/00,728
C07J5/00,547
C07J51/00,179
C07J53/00,461
C07J61/00,41
C07J63/00,3258
C07J65/00,2
C07J67/00,7
C07J69/00,32
C07J7/00,599
C07J71/00,1966
C07J73/00,722
C07J75/00,667
C07J9/00,2539
C07K1/00,1067
C07K11/00,57
C07K14/00,5320
C07K16/00,5139
C07K17/00,363
C07K19/00,9323
C07K2/00,697
C07K4/00,87
C07K5/00,276
C07K7/00,422
C07K9/00,420
C08B1/00,299
C08B11/00,110
C08B13/00,178
C08B15/00,385
C08B16/00,106
C08B17/00,5
C08B3/00,79
C08B30/00,505
C08B31/00,1306
C08B33/00,62
C08B35/00,28
C08B37/00,9762
C08B5/00,51
C08B7/00,25
C08B9/00,164
C08C1/00,68
C08C19/00,220
C08C2/00,55
C08C3/00,43
C08C4/00,20
C08F10/00,5776
C08F110/00,103
C08F114/00,3
C08F116/00,1
C08F118/00,27
C08F12/00,82
C08F120/00,11
C08F122/00,1
C08F124/00,22
C08F126/00,4
C08F128/00,2
C08F130/00,1
C08F132/00,15
C08F134/00,9
C08F136/00,17
C08F138/00,155
C08F14/00,45
C08F16/00,21
C08F18/00,18
C08F2/00,2499
C08F20/00,394
C08F210/00,339
C08F212/00,100
C08F214/00,31
C08F216/00,50
C08F218/00,299
C08F22/00,25
C08F220/00,324
C08F222/00,43
C08F224/00,148
C08F226/00,55
C08F228/00,16
C08F230/00,29
C08F232/00,102
C08F234/00,50
C08F236/00,34
C08F238/00,117
C08F24/00,58
C08F240/00,606
C08F242/00,21
C08F244/00,44
C08F246/00,82
C08F251/00,3107
C08F253/00,196
C08F255/00,332
C08F257/00,108
C08F259/00,23
C08F26/00,43
C08F261/00,11
C08F263/00,20
C08F265/00,157
C08F267/00,8
C08F269/00,2
C08F271/00,49
C08F273/00,17
C08F275/00,53
C08F277/00,47
C08F279/00,62
C08F28/00,12
C08F281/00,15
C08F283/00,2263
C08F285/00,874
C08F287/00,421
C08F289/00,1471
C08F290/00,329
C08F291/00,652
C08F292/00,2412
C08F293/00,2692
C08F295/00,85
C08F297/00,261
C08F299/00,432
C08F30/00,15
C08F301/00,19
C08F32/00,88
C08F34/00,18
C08F36/00,87
C08F38/00,49
C08F4/00,542
C08F6/00,912
C08F8/00,2210
C08G10/00,14
C08G101/00,4750
C08G12/00,60
C08G14/00,24
C08G16/00,28
C08G18/00,732
C08G2/00,45
C08G4/00,36
C08G59/00,363
C08G6/00,40
C08G61/00,421
C08G63/00,453
C08G64/00,161
C08G65/00,1445
C08G67/00,80
C08G69/00,399
C08G71/00,45
C08G73/00,780
C08G75/00,247
C08G77/00,182
C08G79/00,216
C08G8/00,74
C08G81/00,3676
C08G83/00,4926
C08G85/00,297
C08H1/00,739
C08H3/00,1
C08H5/00,70
C08H5/02,58
C08H5/04,54
C08H7/00,2079
C08H8/00,736
C08H99/00,322
C08J11/00,396
C08J3/00,1735
C08J5/00,2545
C08J7/00,1820
C08J9/00,3836
C08J99/00,1
C08K11/00,1000
C08K13/00,84
C08K3/00,5293
C08K5/00,8941
C08K7/00,5254
C08K9/00,5630
C08L1/00,286
C08L101/00,9275
C08L11/00,4236
C08L13/00,1015
C08L15/00,2981
C08L17/00,1352
C08L19/00,815
C08L21/00,6739
C08L23/00,4919
C08L25/00,291
C08L27/00,112
C08L29/00,57
C08L3/00,248
C08L31/00,64
C08L33/00,2706
C08L35/00,627
C08L37/00,66
C08L39/00,182
C08L41/00,84
C08L43/00,69
C08L45/00,1645
C08L47/00,1348
C08L49/00,178
C08L5/00,2595
C08L51/00,6106
C08L53/00,3279
C08L55/00,170
C08L57/00,140
C08L59/00,1586
C08L61/00,437
C08L63/00,21541
C08L65/00,2014
C08L67/00,7751
C08L69/00,16176
C08L7/00,11117
C08L71/00,2406
C08L73/00,283
C08L75/00,256
C08L77/00,10028
C08L79/00,893
C08L81/00,141
C08L83/00,564
C08L85/00,55
C08L87/00,2045
C08L89/00,4699
C08L9/00,8769
C08L91/00,9294
C08L93/00,367
C08L95/00,8465
C08L97/00,2210
C08L99/00,612
C09B1/00,28
C09B11/00,64
C09B13/00,5
C09B15/00,26
C09B17/00,22
C09B19/00,58
C09B21/00,61
C09B23/00,286
C09B25/00,51
C09B26/00,1
C09B27/00,17
C09B29/00,104
C09B3/00,10
C09B31/00,1
C09B33/00,3
C09B35/00,3
C09B37/00,4
C09B39/00,12
C09B41/00,43
C09B43/00,52
C09B44/00,4
C09B45/00,25
C09B46/00,9
C09B47/00,75
C09B48/00,79
C09B49/00,36
C09B5/00,11
C09B50/00,3
C09B51/00,35
C09B53/00,17
C09B55/00,77
C09B56/00,24
C09B57/00,1287
C09B59/00,10
C09B6/00,10
C09B61/00,4224
C09B62/00,88
C09B63/00,113
C09B65/00,15
C09B67/00,746
C09B69/00,138
C09B7/00,52
C09B9/00,6
C09C1/00,2022
C09C3/00,935
C09D1/00,7889
C09D10/00,168
C09D101/00,102
C09D103/00,47
C09D105/00,405
C09D107/00,153
C09D109/00,179
C09D11/00,3223
C09D111/00,317
C09D113/00,91
C09D115/00,120
C09D117/00,28
C09D119/00,41
C09D121/00,305
C09D123/00,257
C09D125/00,40
C09D127/00,10
C09D129/00,22
C09D13/00,604
C09D131/00,68
C09D133/00,12648
C09D135/00,139
C09D137/00,23
C09D139/00,86
C09D141/00,37
C09D143/00,47
C09D145/00,351
C09D147/00,252
C09D149/00,47
C09D15/00,187
C09D151/00,1151
C09D153/00,358
C09D155/00,52
C09D157/00,89
C09D159/00,52
C09D161/00,219
C09D163/00,20350
C09D165/00,396
C09D167/00,5830
C09D169/00,566
C09D17/00,3973
C09D171/00,906
C09D173/00,35
C09D175/00,232
C09D177/00,1394
C09D179/00,115
C09D181/00,41
C09D183/00,725
C09D185/00,118
C09D187/00,610
C09D189/00,590
C09D191/00,1880
C09D193/00,552
C09D195/00,1780
C09D197/00,195
C09D199/00,89
C09D201/00,4195
C09D4/00,1992
C09D5/00,6558
C09D7/00,1964
C09D9/00,776
C09F1/00,212
C09F11/00,6
C09F3/00,147
C09F5/00,1
C09F7/00,10
C09F9/00,168
C09G1/00,129
C09G3/00,5
C09H1/00,16
C09H3/00,249
C09H5/00,22
C09H7/00,1
C09H9/00,37
C09J1/00,728
C09J101/00,42
C09J103/00,79
C09J105/00,413
C09J107/00,683
C09J109/00,502
C09J11/00,1532
C09J111/00,614
C09J113/00,250
C09J115/00,186
C09J117/00,28
C09J119/00,27
C09J121/00,480
C09J123/00,448
C09J125/00,28
C09J127/00,6
C09J129/00,22
C09J131/00,20
C09J133/00,2722
C09J135/00,84
C09J137/00,2
C09J139/00,20
C09J141/00,5
C09J143/00,3
C09J145/00,851
C09J147/00,288
C09J149/00,10
C09J151/00,862
C09J153/00,475
C09J155/00,26
C09J157/00,76
C09J159/00,27
C09J161/00,126
C09J163/00,8635
C09J165/00,72
C09J167/00,924
C09J169/00,150
C09J171/00,640
C09J173/00,14
C09J175/00,169
C09J177/00,670
C09J179/00,53
C09J181/00,25
C09J183/00,195
C09J185/00,14
C09J187/00,208
C09J189/00,1342
C09J191/00,558
C09J193/00,140
C09J195/00,798
C09J197/00,269
C09J199/00,109
C09J201/00,2259
C09J4/00,1175
C09J5/00,1328
C09J7/00,3348
C09J9/00,1356
C09K101/00,5299
C09K103/00,565
C09K105/00,343
C09K107/00,68
C09K109/00,2108
C09K11/00,983
C09K13/00,336
C09K15/00,55
C09K17/00,912
C09K19/00,239
C09K21/00,208
C09K3/00,3732
C09K5/00,704
C09K7/00,222
C09K7/02,501
C09K7/04,17
C09K7/06,45
C09K7/08,11
C09K8/00,146
C09K9/00,670
C10B1/00,557
C10B11/00,13
C10B13/00,7
C10B15/00,284
C10B17/00,25
C10B19/00,92
C10B21/00,117
C10B23/00,58
C10B25/00,63
C10B27/00,1013
C10B29/00,670
C10B3/00,112
C10B31/00,1100
C10B33/00,479
C10B35/00,83
C10B37/00,64
C10B39/00,319
C10B41/00,862
C10B43/00,861
C10B45/00,502
C10B47/00,359
C10B49/00,149
C10B5/00,42
C10B51/00,195
C10B53/00,4356
C10B55/00,558
C10B57/00,3154
C10B7/00,17
C10B9/00,10
C10C1/00,594
C10C3/00,1213
C10C5/00,524
C10F5/00,34
C10F7/00,27
C10G1/00,4731
C10G11/00,1134
C10G15/00,28
C10G17/00,48
C10G19/00,60
C10G2/00,2609
C10G21/00,301
C10G25/00,1117
C10G27/00,195
C10G29/00,343
C10G3/00,3110
C10G31/00,402
C10G32/00,137
C10G33/00,532
C10G35/00,107
C10G45/00,745
C10G47/00,553
C10G49/00,479
C10G5/00,429
C10G50/00,693
C10G51/00,50
C10G53/00,289
C10G55/00,217
C10G57/00,258
C10G59/00,40
C10G61/00,54
C10G63/00,40
C10G65/00,183
C10G67/00,1077
C10G69/00,466
C10G7/00,1432
C10G70/00,245
C10G71/00,69
C10G73/00,150
C10G75/00,223
C10G9/00,1000
C10G99/00,34
C10H1/00,5
C10H11/00,20
C10H15/00,20
C10H17/00,2
C10H19/00,53
C10H21/00,200
C10H3/00,7
C10H5/00,5
C10H7/00,2
C10J1/00,32
C10J3/00,2568
C10K1/00,2476
C10K3/00,197
C10L1/00,733
C10L10/00,1419
C10L11/00,23
C10L3/00,1343
C10L5/00,574
C10L7/00,52
C10L8/00,16
C10L9/00,528
C10M101/00,211
C10M103/00,163
C10M105/00,77
C10M107/00,58
C10M109/00,79
C10M111/00,39
C10M113/00,18
C10M115/00,8
C10M117/00,104
C10M119/00,6
C10M121/00,7
C10M123/00,2
C10M125/00,324
C10M127/00,27
C10M129/00,40
C10M131/00,5
C10M133/00,56
C10M135/00,75
C10M137/00,111
C10M139/00,433
C10M141/00,55
C10M143/00,210
C10M145/00,44
C10M147/00,33
C10M149/00,57
C10M151/00,9
C10M153/00,2
C10M155/00,39
C10M157/00,39
C10M159/00,68
C10M161/00,1781
C10M163/00,713
C10M165/00,66
C10M167/00,1125
C10M169/00,1284
C10M171/00,489
C10M173/00,1996
C10M175/00,2826
C10M177/00,4387
C10N10/00,8
C10N20/00,556
C10N30/00,1072
C10N40/00,372
C10N50/00,59
C10N60/00,27
C10N70/00,182
C10N80/00,37
C11B1/00,1946
C11B11/00,314
C11B13/00,915
C11B15/00,59
C11B3/00,7330
C11B5/00,530
C11B7/00,350
C11B9/00,5137
C11C1/00,149
C11C3/00,1160
C11C5/00,994
C11D1/00,602
C11D10/00,90
C11D11/00,1858
C11D13/00,251
C11D15/00,27
C11D17/00,2287
C11D19/00,6
C11D3/00,1169
C11D7/00,60
C11D9/00,300
C12C1/00,54
C12C11/00,715
C12C12/00,990
C12C13/00,422
C12C3/00,64
C12C5/00,1228
C12C7/00,180
C12F3/00,105
C12F5/00,1
C12G1/00,1090
C12G3/00,1548
C12H1/00,221
C12H3/00,31
C12J1/00,1853
C12L11/00,345
C12L3/00,2
C12L9/00,12
C12M1/00,34328
C12M3/00,8363
C12N1/00,2794
C12N11/00,531
C12N13/00,1674
C12N15/00,2275
C12N3/00,719
C12N5/00,2964
C12N5/06,1815
C12N5/08,1664
C12N7/00,3618
C12N9/00,2864
C12P1/00,991
C12P11/00,179
C12P13/00,1931
C12P15/00,199
C12P17/00,122
C12P19/00,1138
C12P21/00,5425
C12P23/00,828
C12P25/00,116
C12P27/00,41
C12P29/00,107
C12P3/00,1169
C12P31/00,14
C12P33/00,733
C12P35/00,132
C12P37/00,69
C12P39/00,1290
C12P41/00,1203
C12P5/00,317
C12P7/00,206
C12P9/00,245
C12Q1/00,2141
C12Q3/00,362
C12R1/00,131
C12S1/00,52
C12S11/00,544
C12S13/00,73
C12S3/00,154
C12S5/00,6
C12S7/00,31
C12S9/00,5
C12S99/00,10
C13B10/00,75
C13B15/00,19
C13B20/00,342
C13B25/00,301
C13B30/00,79
C13B35/00,5
C13B40/00,109
C13B45/00,9
C13B5/00,36
C13B50/00,300
C13B99/00,3
C13K1/00,239
C13K11/00,303
C13K13/00,827
C13K3/00,57
C13K5/00,69
C13K7/00,200
C14B1/00,242
C14B11/00,155
C14B13/00,13
C14B15/00,146
C14B17/00,1331
C14B19/00,16
C14B3/00,22
C14B5/00,1653
C14B7/00,66
C14B9/00,23
C14B99/00,1
C14C1/00,427
C14C11/00,2460
C14C13/00,172
C14C15/00,1320
C14C3/00,232
C14C5/00,202
C14C7/00,6
C14C9/00,529
C14C99/00,1
C21B11/00,782
C21B13/00,2205
C21B15/00,238
C21B3/00,22
C21B5/00,2912
C21B7/00,2611
C21B9/00,443
C21C1/00,143
C21C3/00,27
C21C5/00,379
C21C7/00,4606
C21D1/00,2693
C21D10/00,1863
C21D11/00,6233
C21D3/00,6
C21D5/00,1294
C21D6/00,5294
C21D7/00,147
C21D8/00,4568
C21D9/00,15854
C22B1/00,1960
C22B11/00,4023
C22B13/00,1552
C22B15/00,5250
C22B17/00,306
C22B19/00,707
C22B21/00,1857
C22B23/00,3458
C22B25/00,150
C22B26/00,41
C22B3/00,516
C22B30/00,21
C22B34/00,37
C22B35/00,53
C22B4/00,70
C22B41/00,491
C22B43/00,330
C22B47/00,1368
C22B5/00,170
C22B58/00,1242
C22B59/00,3682
C22B60/00,32
C22B61/00,351
C22B7/00,12876
C22B9/00,322
C22C1/00,1298
C22C101/00,91
C22C11/00,261
C22C111/00,226
C22C12/00,423
C22C121/00,120
C22C13/00,983
C22C14/00,4566
C22C16/00,664
C22C18/00,1099
C22C19/00,327
C22C20/00,7
C22C21/00,10491
C22C22/00,518
C22C23/00,2982
C22C24/00,155
C22C25/00,26
C22C26/00,1080
C22C27/00,85
C22C28/00,989
C22C29/00,713
C22C3/00,132
C22C30/00,5065
C22C32/00,5803
C22C33/00,435
C22C35/00,1007
C22C37/00,344
C22C38/00,8563
C22C43/00,13
C22C45/00,1135
C22C47/00,140
C22C49/00,173
C22C5/00,67
C22C7/00,70
C22C9/00,5752
C22F1/00,3208
C22F3/00,615
C23C10/00,214
C23C12/00,188
C23C14/00,1301
C23C16/00,1379
C23C18/00,498
C23C2/00,1037
C23C20/00,66
C23C22/00,1302
C23C24/00,500
C23C26/00,1723
C23C28/00,4063
C23C30/00,1532
C23C4/00,415
C23C6/00,89
C23C8/00,430
C23D1/00,20
C23D11/00,180
C23D13/00,60
C23D15/00,2
C23D17/00,6
C23D3/00,72
C23D5/00,369
C23D7/00,84
C23D9/00,93
C23F1/00,542
C23F11/00,687
C23F13/00,219
C23F14/00,24
C23F15/00,629
C23F17/00,2298
C23F3/00,393
C23F4/00,1147
C23G1/00,679
C23G3/00,3413
C23G5/00,582
C25B1/00,2237
C25B11/00,301
C25B13/00,145
C25B15/00,986
C25B3/00,928
C25B5/00,89
C25B7/00,67
C25B9/00,3193
C25C1/00,266
C25C3/00,183
C25C5/00,99
C25C7/00,2670
C25D1/00,857
C25D11/00,328
C25D13/00,1265
C25D15/00,2395
C25D17/00,5362
C25D19/00,1300
C25D2/00,20
C25D21/00,889
C25D3/00,222
C25D5/00,788
C25D7/00,3987
C25D9/00,49
C25F1/00,239
C25F3/00,69
C25F5/00,297
C25F7/00,1592
C30B1/00,174
C30B11/00,2681
C30B13/00,427
C30B15/00,3504
